time,pm10,pm2_5,co,no2,so2,o3,aerosol_optical_depth,dust,nh3,aqi,dominant_pollutant,aqi_category,hour,day_of_week,day_of_month,month,day_of_year,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,month_sin,month_cos,day_of_year_sin,day_of_year_cos,is_weekend,pm2_5_lag_1,pm2_5_lag_3,pm2_5_lag_6,pm2_5_lag_12,pm2_5_lag_24,pm10_lag_1,pm10_lag_3,pm10_lag_6,pm10_lag_12,pm10_lag_24,co_lag_1,co_lag_3,co_lag_6,co_lag_12,co_lag_24,no2_lag_1,no2_lag_3,no2_lag_6,no2_lag_12,no2_lag_24,so2_lag_1,so2_lag_3,so2_lag_6,so2_lag_12,so2_lag_24,o3_lag_1,o3_lag_3,o3_lag_6,o3_lag_12,o3_lag_24,pm2_5_rolling_mean_3,pm2_5_rolling_std_3,pm2_5_rolling_min_3,pm2_5_rolling_max_3,pm2_5_rolling_mean_6,pm2_5_rolling_std_6,pm2_5_rolling_min_6,pm2_5_rolling_max_6,pm2_5_rolling_mean_12,pm2_5_rolling_std_12,pm2_5_rolling_min_12,pm2_5_rolling_max_12,pm2_5_rolling_mean_24,pm2_5_rolling_std_24,pm2_5_rolling_min_24,pm2_5_rolling_max_24,pm10_rolling_mean_3,pm10_rolling_std_3,pm10_rolling_min_3,pm10_rolling_max_3,pm10_rolling_mean_6,pm10_rolling_std_6,pm10_rolling_min_6,pm10_rolling_max_6,pm10_rolling_mean_12,pm10_rolling_std_12,pm10_rolling_min_12,pm10_rolling_max_12,pm10_rolling_mean_24,pm10_rolling_std_24,pm10_rolling_min_24,pm10_rolling_max_24,co_rolling_mean_3,co_rolling_std_3,co_rolling_min_3,co_rolling_max_3,co_rolling_mean_6,co_rolling_std_6,co_rolling_min_6,co_rolling_max_6,co_rolling_mean_12,co_rolling_std_12,co_rolling_min_12,co_rolling_max_12,co_rolling_mean_24,co_rolling_std_24,co_rolling_min_24,co_rolling_max_24,no2_rolling_mean_3,no2_rolling_std_3,no2_rolling_min_3,no2_rolling_max_3,no2_rolling_mean_6,no2_rolling_std_6,no2_rolling_min_6,no2_rolling_max_6,no2_rolling_mean_12,no2_rolling_std_12,no2_rolling_min_12,no2_rolling_max_12,no2_rolling_mean_24,no2_rolling_std_24,no2_rolling_min_24,no2_rolling_max_24,so2_rolling_mean_3,so2_rolling_std_3,so2_rolling_min_3,so2_rolling_max_3,so2_rolling_mean_6,so2_rolling_std_6,so2_rolling_min_6,so2_rolling_max_6,so2_rolling_mean_12,so2_rolling_std_12,so2_rolling_min_12,so2_rolling_max_12,so2_rolling_mean_24,so2_rolling_std_24,so2_rolling_min_24,so2_rolling_max_24,o3_rolling_mean_3,o3_rolling_std_3,o3_rolling_min_3,o3_rolling_max_3,o3_rolling_mean_6,o3_rolling_std_6,o3_rolling_min_6,o3_rolling_max_6,o3_rolling_mean_12,o3_rolling_std_12,o3_rolling_min_12,o3_rolling_max_12,o3_rolling_mean_24,o3_rolling_std_24,o3_rolling_min_24,o3_rolling_max_24,pm2_5_pm10_ratio,pm2_5_normalized,pm10_normalized,co_normalized,no2_normalized,so2_normalized,o3_normalized
2025-11-23 00:00:00,87.5,81.5,1593.0,76.4,31.3,8.0,0.41,13.0,0,164,PM2.5,Unhealthy,0,6,23,11,327,0.0,1.0,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,-0.6084768701151264,0.7935716089521472,1,81.5,81.5,81.5,81.5,81.5,87.5,87.5,87.5,87.5,87.5,1593.0,1593.0,1593.0,1593.0,1593.0,76.4,76.4,76.4,76.4,76.4,31.3,31.3,31.3,31.3,31.3,8.0,8.0,8.0,8.0,8.0,81.5,4.454772721475242,81.5,81.5,81.5,4.454772721475242,81.5,81.5,81.5,4.454772721475242,81.5,81.5,81.5,4.454772721475242,81.5,81.5,87.5,5.5861435713737295,87.5,87.5,87.5,5.5861435713737295,87.5,87.5,87.5,5.5861435713737295,87.5,87.5,87.5,5.5861435713737295,87.5,87.5,1593.0,292.74220741123065,1593.0,1593.0,1593.0,292.74220741123065,1593.0,1593.0,1593.0,292.74220741123065,1593.0,1593.0,1593.0,292.74220741123065,1593.0,1593.0,76.4,5.232590180780456,76.4,76.4,76.4,5.232590180780456,76.4,76.4,76.4,5.232590180780456,76.4,76.4,76.4,5.232590180780456,76.4,76.4,31.3,4.101219330881975,31.3,31.3,31.3,4.101219330881975,31.3,31.3,31.3,4.101219330881975,31.3,31.3,31.3,4.101219330881975,31.3,31.3,8.0,0.7071067811865476,8.0,8.0,8.0,0.7071067811865476,8.0,8.0,8.0,0.7071067811865476,8.0,8.0,8.0,0.7071067811865476,8.0,8.0,0.9314285607836736,2.9630403813643373,1.7770635199660652,1.2921098243574778,1.7375561614017137,0.9615597616049532,-1.457862501470321
2025-11-23 01:00:00,79.6,75.2,1179.0,69.0,25.5,9.0,0.4,9.0,0,161,PM2.5,Unhealthy,1,6,23,11,327,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,-0.6084768701151264,0.7935716089521472,1,81.5,81.5,81.5,81.5,81.5,87.5,87.5,87.5,87.5,87.5,1593.0,1593.0,1593.0,1593.0,1593.0,76.4,76.4,76.4,76.4,76.4,31.3,31.3,31.3,31.3,31.3,8.0,8.0,8.0,8.0,8.0,78.35,4.454772721475242,75.2,81.5,78.35,4.454772721475242,75.2,81.5,78.35,4.454772721475242,75.2,81.5,78.35,4.454772721475242,75.2,81.5,83.55,5.5861435713737295,79.6,87.5,83.55,5.5861435713737295,79.6,87.5,83.55,5.5861435713737295,79.6,87.5,83.55,5.5861435713737295,79.6,87.5,1386.0,292.74220741123065,1179.0,1593.0,1386.0,292.74220741123065,1179.0,1593.0,1386.0,292.74220741123065,1179.0,1593.0,1386.0,292.74220741123065,1179.0,1593.0,72.7,5.232590180780456,69.0,76.4,72.7,5.232590180780456,69.0,76.4,72.7,5.232590180780456,69.0,76.4,72.7,5.232590180780456,69.0,76.4,28.4,4.101219330881975,25.5,31.3,28.4,4.101219330881975,25.5,31.3,28.4,4.101219330881975,25.5,31.3,28.4,4.101219330881975,25.5,31.3,8.5,0.7071067811865476,8.0,9.0,8.5,0.7071067811865476,8.0,9.0,8.5,0.7071067811865476,8.0,9.0,8.5,0.7071067811865476,8.0,9.0,0.9447236062220654,2.542520508943851,1.4252013333541023,0.5193269516345638,1.4472467476084003,0.38793598960818076,-1.436517487471171
2025-11-23 02:00:00,73.6,70.3,838.0,61.9,20.9,11.0,0.38,6.0,0,158,PM2.5,Unhealthy,2,6,23,11,327,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,-0.6084768701151264,0.7935716089521472,1,75.2,81.5,81.5,81.5,81.5,79.6,87.5,87.5,87.5,87.5,1179.0,1593.0,1593.0,1593.0,1593.0,69.0,76.4,76.4,76.4,76.4,25.5,31.3,31.3,31.3,31.3,9.0,8.0,8.0,8.0,8.0,75.66666666666667,5.614564393907444,70.3,81.5,75.66666666666667,5.614564393907444,70.3,81.5,75.66666666666667,5.614564393907444,70.3,81.5,75.66666666666667,5.614564393907444,70.3,81.5,80.23333333333333,6.971609092120225,73.6,87.5,80.23333333333333,6.971609092120225,73.6,87.5,80.23333333333333,6.971609092120225,73.6,87.5,80.23333333333333,6.971609092120225,73.6,87.5,1203.3333333333333,378.0877323232444,838.0,1593.0,1203.3333333333333,378.0877323232444,838.0,1593.0,1203.3333333333333,378.0877323232444,838.0,1593.0,1203.3333333333333,378.0877323232444,838.0,1593.0,69.10000000000001,7.250517222929687,61.9,76.4,69.10000000000001,7.250517222929687,61.9,76.4,69.10000000000001,7.250517222929687,61.9,76.4,69.10000000000001,7.250517222929687,61.9,76.4,25.900000000000002,5.211525688318153,20.9,31.3,25.900000000000002,5.211525688318153,20.9,31.3,25.900000000000002,5.211525688318153,20.9,31.3,25.900000000000002,5.211525688318153,20.9,31.3,9.333333333333334,1.5275252316519465,8.0,11.0,9.333333333333334,1.5275252316519465,8.0,11.0,9.333333333333334,1.5275252316519465,8.0,11.0,9.333333333333334,1.5275252316519465,8.0,11.0,0.9551630305005023,2.215449497061251,1.1579642295981813,-0.11719227444880254,1.1687066343742756,-0.0670070019754664,-1.3938274594728715
2025-11-23 03:00:00,69.4,66.1,614.0,56.0,18.4,12.0,0.36,5.0,0,156,PM2.5,Unhealthy,3,6,23,11,327,0.7071067811865476,0.7071067811865476,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,-0.6084768701151264,0.7935716089521472,1,70.3,81.5,81.5,81.5,81.5,73.6,87.5,87.5,87.5,87.5,838.0,1593.0,1593.0,1593.0,1593.0,61.9,76.4,76.4,76.4,76.4,20.9,31.3,31.3,31.3,31.3,11.0,8.0,8.0,8.0,8.0,70.53333333333333,4.554484969053377,66.1,75.2,73.275,6.625393070100315,66.1,81.5,73.275,6.625393070100315,66.1,81.5,73.275,6.625393070100315,66.1,81.5,74.2,5.12640224719052,69.4,79.6,77.525,7.857639594687455,69.4,87.5,77.525,7.857639594687455,69.4,87.5,77.525,7.857639594687455,69.4,87.5,877.0,284.51186267008256,614.0,1179.0,1056.0,426.7653531704122,614.0,1593.0,1056.0,426.7653531704122,614.0,1593.0,1056.0,426.7653531704122,614.0,1593.0,62.300000000000004,6.509224224129923,56.0,69.0,65.825,8.828882526496011,56.0,76.4,65.825,8.828882526496011,56.0,76.4,65.825,8.828882526496011,56.0,76.4,21.599999999999998,3.601388621073817,18.4,25.5,24.025,5.671786902437948,18.4,31.3,24.025,5.671786902437948,18.4,31.3,24.025,5.671786902437948,18.4,31.3,10.666666666666666,1.5275252316519465,9.0,12.0,10.0,1.8257418583505534,8.0,12.0,10.0,1.8257418583505534,8.0,12.0,10.0,1.8257418583505534,8.0,12.0,0.9524495539992859,1.935102915447593,0.9708982569690372,-0.5353163408496062,0.9372437233769044,-0.3142586278361441,-1.3724824454737217
2025-11-23 04:00:00,65.9,62.6,463.0,50.4,17.2,14.0,0.34,6.0,0,154,PM2.5,Unhealthy,4,6,23,11,327,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,-0.6084768701151264,0.7935716089521472,1,66.1,75.2,81.5,81.5,81.5,69.4,79.6,87.5,87.5,87.5,614.0,1179.0,1593.0,1593.0,1593.0,56.0,69.0,76.4,76.4,76.4,18.4,25.5,31.3,31.3,31.3,12.0,9.0,8.0,8.0,8.0,66.33333333333333,3.8552993831002142,62.6,70.3,71.14,7.464114147037135,62.6,81.5,71.14,7.464114147037135,62.6,81.5,71.14,7.464114147037135,62.6,81.5,69.63333333333334,3.855299383100278,65.9,73.6,75.2,8.563585697591868,65.9,87.5,75.2,8.563585697591868,65.9,87.5,75.2,8.563585697591868,65.9,87.5,638.3333333333334,188.68050597063052,463.0,838.0,937.4,454.89152553108744,463.0,1593.0,937.4,454.89152553108744,463.0,1593.0,937.4,454.89152553108744,463.0,1593.0,56.1,5.750652136931921,50.4,61.9,62.739999999999995,10.297960963219849,50.4,76.4,62.739999999999995,10.297960963219849,50.4,76.4,62.739999999999995,10.297960963219849,50.4,76.4,18.833333333333332,1.8876793513023575,17.2,20.9,22.66,5.782992305026871,17.2,31.3,22.66,5.782992305026871,17.2,31.3,22.66,5.782992305026871,17.2,31.3,12.333333333333334,1.5275252316519465,11.0,14.0,10.8,2.387467277262664,8.0,14.0,10.8,2.387467277262664,8.0,14.0,10.8,2.387467277262664,8.0,14.0,0.9499241130512274,1.701480764102879,0.8150099464447499,-0.8171767606108623,0.7175501129387215,-0.43293940824926935,-1.329792417475422
2025-11-23 05:00:00,75.4,72.2,496.0,49.8,15.7,8.0,0.33,6.0,0,159,PM2.5,Unhealthy,5,6,23,11,327,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,-0.6084768701151264,0.7935716089521472,1,62.6,70.3,81.5,81.5,81.5,65.9,73.6,87.5,87.5,87.5,463.0,838.0,1593.0,1593.0,1593.0,50.4,61.9,76.4,76.4,76.4,17.2,20.9,31.3,31.3,31.3,14.0,11.0,8.0,8.0,8.0,66.96666666666667,4.8583261863869325,62.6,72.2,71.31666666666666,6.690117089159695,62.6,81.5,71.31666666666666,6.690117089159695,62.6,81.5,71.31666666666666,6.690117089159695,62.6,81.5,70.23333333333333,4.804511768466538,65.9,75.4,75.23333333333333,7.65993907721639,65.9,87.5,75.23333333333333,7.65993907721639,65.9,87.5,75.23333333333333,7.65993907721639,65.9,87.5,524.3333333333334,79.38723658959972,463.0,614.0,863.8333333333334,444.98692864697347,463.0,1593.0,863.8333333333334,444.98692864697347,463.0,1593.0,863.8333333333334,444.98692864697347,463.0,1593.0,52.06666666666666,3.419551627528517,49.8,56.0,60.583333333333336,10.618176240139665,49.8,76.4,60.583333333333336,10.618176240139665,49.8,76.4,60.583333333333336,10.618176240139665,49.8,76.4,17.099999999999998,1.3527749258468507,15.7,18.4,21.5,5.901525226583378,15.7,31.3,21.5,5.901525226583378,15.7,31.3,21.5,5.901525226583378,15.7,31.3,11.333333333333334,3.0550504633038935,8.0,14.0,10.333333333333334,2.422120283277993,8.0,14.0,10.333333333333334,2.422120283277993,8.0,14.0,10.333333333333334,2.422120283277993,8.0,14.0,0.9575596689978824,2.3422729506483817,1.2381353607249581,-0.7555781258286011,0.6940115118203448,-0.581290383765676,-1.457862501470321
2025-11-23 06:00:00,72.4,68.2,882.0,52.4,17.5,5.0,0.31,6.0,0,157,PM2.5,Unhealthy,6,6,23,11,327,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,-0.6084768701151264,0.7935716089521472,1,72.2,66.1,81.5,81.5,81.5,75.4,69.4,87.5,87.5,87.5,496.0,614.0,1593.0,1593.0,1593.0,49.8,56.0,76.4,76.4,76.4,15.7,18.4,31.3,31.3,31.3,8.0,12.0,8.0,8.0,8.0,67.66666666666667,4.822171018673337,62.6,72.2,69.10000000000001,4.479285657334204,62.6,75.2,70.87142857142858,6.219784102821754,62.6,81.5,70.87142857142858,6.219784102821754,62.6,81.5,71.23333333333333,4.8562674281111695,65.9,75.4,72.71666666666667,4.7524379708384075,65.9,79.6,74.82857142857142,7.074063962983439,65.9,87.5,74.82857142857142,7.074063962983439,65.9,87.5,613.6666666666666,232.96852434037763,463.0,882.0,745.3333333333334,273.6637839880656,463.0,1179.0,866.4285714285714,406.27365865175864,463.0,1593.0,866.4285714285714,406.27365865175864,463.0,1593.0,50.86666666666667,1.3613718571106452,49.8,52.4,56.583333333333336,7.543584470705313,49.8,69.0,59.41428571428571,10.174548077011991,49.8,76.4,59.41428571428571,10.174548077011991,49.8,76.4,16.8,0.9643650760992709,15.7,17.5,19.2,3.531571887984158,15.7,25.5,20.928571428571427,5.59544883088458,15.7,31.3,20.928571428571427,5.59544883088458,15.7,31.3,9.0,4.58257569495584,5.0,14.0,9.833333333333334,3.1885210782848317,5.0,14.0,9.571428571428571,2.9920529661723823,5.0,14.0,9.571428571428571,2.9920529661723823,5.0,14.0,0.9419889372653462,2.075276206254422,1.1045168088469977,-0.03506076140578752,0.796012116666644,-0.40326921314598796,-1.5218975434677704
2025-11-23 07:00:00,76.6,72.4,1453.0,55.4,20.6,2.0,0.3,5.0,0,159,PM2.5,Unhealthy,7,6,23,11,327,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,-0.6084768701151264,0.7935716089521472,1,68.2,62.6,75.2,81.5,81.5,72.4,65.9,79.6,87.5,87.5,882.0,463.0,1179.0,1593.0,1593.0,52.4,50.4,69.0,76.4,76.4,17.5,17.2,25.5,31.3,31.3,5.0,14.0,9.0,8.0,8.0,70.93333333333334,2.3692474191889095,68.2,72.4,68.63333333333334,3.812960354720014,62.6,72.4,71.0625,5.7837055595872044,62.6,81.5,71.0625,5.7837055595872044,62.6,81.5,74.8,2.163330765278426,72.4,76.6,72.21666666666668,3.978148648136051,65.9,76.6,75.05,6.579187965525403,65.9,87.5,75.05,6.579187965525403,65.9,87.5,943.6666666666666,481.4710098576375,496.0,1453.0,791.0,367.3341802773055,463.0,1453.0,939.75,429.5192495270564,463.0,1593.0,939.75,429.5192495270564,463.0,1593.0,52.53333333333333,2.8023799409310928,49.8,55.4,54.31666666666667,4.492846165479773,49.8,61.9,58.9125,9.526120106618126,49.8,76.4,58.9125,9.526120106618126,49.8,76.4,17.933333333333334,2.4785748593361676,15.7,20.6,18.383333333333333,2.031173716516305,15.7,20.9,20.8875,5.1816813322097905,15.7,31.3,20.8875,5.1816813322097905,15.7,31.3,5.0,3.0,2.0,8.0,8.666666666666666,4.546060565661952,2.0,14.0,8.625,3.8521793460696654,2.0,14.0,8.625,3.8521793460696654,2.0,14.0,0.9451697004547038,2.35562278786808,1.2915827814761418,1.0307822828569755,0.9137051222585276,-0.09667719707874745,-1.58593258546522
2025-11-23 08:00:00,83.4,79.4,1813.0,53.9,26.3,13.0,0.3,7.0,0,500,NO2,Hazardous,8,6,23,11,327,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,-0.6084768701151264,0.7935716089521472,1,72.4,72.2,70.3,81.5,81.5,76.6,75.4,73.6,87.5,87.5,1453.0,496.0,838.0,1593.0,1593.0,55.4,49.8,61.9,76.4,76.4,20.6,15.7,20.9,31.3,31.3,2.0,8.0,11.0,8.0,8.0,73.33333333333333,5.658032638058355,68.2,79.4,70.15,5.865748034138521,62.6,79.4,71.98888888888888,6.082237344194245,62.6,81.5,71.98888888888888,6.082237344194245,62.6,81.5,77.46666666666667,5.550975890177646,72.4,83.4,73.85000000000001,6.103687410082537,65.9,83.4,75.97777777777777,6.754401856896319,65.9,87.5,75.97777777777777,6.754401856896319,65.9,87.5,1382.6666666666667,469.46813878402173,882.0,1813.0,953.5,558.3026956768166,463.0,1813.0,1036.7777777777778,496.1405490830643,463.0,1813.0,1036.7777777777778,496.1405490830643,463.0,1813.0,53.9,1.4999999999998916,52.4,55.4,52.98333333333333,2.566255378302455,49.8,56.0,58.35555555555556,9.06616113786743,49.8,76.4,58.35555555555556,9.06616113786743,49.8,76.4,21.46666666666667,4.463556130859488,17.5,26.3,19.28333333333333,3.7975869531409896,15.7,26.3,21.48888888888889,5.171905945694596,15.7,31.3,21.48888888888889,5.171905945694596,15.7,31.3,6.666666666666667,5.686240703077327,2.0,13.0,9.0,4.816637831516918,2.0,14.0,9.11111111111111,3.8873012632302,2.0,14.0,9.11111111111111,3.8873012632302,2.0,14.0,0.9520383578892283,2.822867090557509,1.594451499066186,1.7027673895725528,0.8548586194625858,0.4670565098835977,-1.3511374314745719
2025-11-23 09:00:00,76.4,70.8,1753.0,43.5,38.3,49.0,0.3,12.0,0,158,PM2.5,Unhealthy,9,6,23,11,327,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,-0.6084768701151264,0.7935716089521472,1,79.4,68.2,66.1,81.5,81.5,83.4,72.4,69.4,87.5,87.5,1813.0,882.0,614.0,1593.0,1593.0,53.9,52.4,56.0,76.4,76.4,26.3,17.5,18.4,31.3,31.3,13.0,5.0,12.0,8.0,8.0,74.2,4.573838650411747,70.8,79.4,70.93333333333334,5.52038645990175,62.6,79.4,71.87,5.746699535868872,62.6,81.5,71.87,5.746699535868872,62.6,81.5,78.8,3.9849717690342774,76.4,83.4,75.01666666666667,5.741225188639334,65.9,83.4,76.02000000000001,6.369510708576183,65.9,87.5,76.02000000000001,6.369510708576183,65.9,87.5,1673.0,192.87301521985984,1453.0,1813.0,1143.3333333333333,610.9385130000128,463.0,1813.0,1108.4,519.7136391000978,463.0,1813.0,1108.4,519.7136391000978,463.0,1813.0,50.93333333333333,6.480997865555339,43.5,55.4,50.9,4.18855583703973,43.5,55.4,56.870000000000005,9.753523579826014,43.5,76.4,56.870000000000005,9.753523579826014,43.5,76.4,28.399999999999995,9.03493220782536,20.6,38.3,22.599999999999998,8.566913096325887,15.7,38.3,23.169999999999998,7.213729194313361,15.7,38.3,23.169999999999998,7.213729194313361,15.7,38.3,21.333333333333332,24.583192089989726,2.0,49.0,15.166666666666666,17.19786808493037,2.0,49.0,13.1,13.135617398677704,2.0,49.0,13.1,13.135617398677704,2.0,49.0,0.9267015585510266,2.2488240901104954,1.2826748780176116,1.5907698717866232,0.4468562000773892,1.6538643140148503,-0.5827169275051783
